岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
数据分析师（业务方向）,https://www.zhipin.com/job_detail/9aa3fd8e72c6b5181nZ-2NS1FFVX.html?lid=57VOHwcTfVz.search.36&securityId=EAWOEhDv6Ddl8-J1gMMcjjTXSAr6O7EWlT5J355swsu00LXeuaAwALbT_NDoj9U4HHUEMx8V2AazJ6o6ItT8wylgL35n0dBOX6oH5XuxWkx91A~~&sessionId=,8-12K,捷配网,杭州,1-3年,本科,Excel 统计学 微电子 计算机 互联网 数学系,B轮,1000-9999人,互联网,五险一金 定期体检 股票期权 带薪年假 员工旅游 餐补 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/74fddc0b2f903aeb1n170tq1ElpU.html?lid=57VOHwcTfVz.search.37&securityId=ZMKErfWilKDi7-n13NagIXW6jUFZ98b0o58vNGLVBIw8fICIrAq9AKRwMG-UNkrho6wjTszgwuj5BZmn0uJmo5FvcufNYPNWupnitQnAl5KykESnkw~~&sessionId=,12-20K·14薪,博信拓研,杭州,1-3年,学历不限,Python 决策树 回归分析 相关分析,不需要融资,20-99人,计算机软件,五险 零食下午茶 节日福利 员工旅游 带薪年假 年终奖 全勤奖
数据分析师,https://www.zhipin.com/job_detail/85fc15afcd4218861HR43di7FVVQ.html?lid=57VOHwcTfVz.search.38&securityId=IrhEg7hyvawhz-91a_Mp0Z5TkXn-0tCQQPV_mWm8tvNjAwHxAYF5B4MYgJWKTnoID4mpIbICbO9-bZijLdnTJJIdWbpO3BVUwi3MA2g1vpHKyy7x_mJ3&sessionId=,20-25元/时,杭州裕梁贸易有限公司,杭州,经验不限,本科,金融行业数据相关经验,,0-20人,投资/融资,五险一金 绩效奖金 零食下午茶 有无线网
策略数据分析师,https://www.zhipin.com/job_detail/6dad045af8574c9d0X1909W6ElI~.html?lid=57VOHwcTfVz.search.39&securityId=bt_X1SjiM7nfQ-21qsWuQhl7jlxE-ULsL4y9ew1lrdquFsbZww8EUOv9NGm6svPrIOOBiNmB88jQVPHDjo_EemxZc84bEUgonNRfw1Mz9tT056Ya&sessionId=,10-15K·13薪,分子优联,杭州,1-3年,大专,数据分析 品牌数据银行 数据运营 数据分析师 商业分析 天猫 电子商务 AIPL,天使轮,20-99人,广告/公关/会展,五险一金 补充医疗保险 年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶 生日会
数据分析师（杭州）,https://www.zhipin.com/job_detail/6e74d2e322e532371X1739S5EVBT.html?lid=57VOHwcTfVz.search.40&securityId=DpnjgLuyewjgB-31g9Eh_H7mM9msbJfkoZt6NO6BBfBApiWzBegfE2zefBVbEUszPNQxXQbOKhjwqx0kTLyPVxq29w4lfOs1GIrvRwCdyq9mhFj2cg~~&sessionId=,15-25K,浙江仙居制药,杭州,1-3年,本科,SQL Power BI SaaS 医药行业 数据分析 绩效分析 销售报告,已上市,1000-9999人,其他行业,五险一金 定期体检 年终奖 通讯补贴 交通补助 节日福利 住房补贴
数据分析师,https://www.zhipin.com/job_detail/e403a3ee1416c1df1nB93ti8E1JZ.html?lid=57VOHwcTfVz.search.41&securityId=Wf4g0RBzkO6BE-H1IYttrDJFTPJWyE12MrzNb2DGPCkBeYnK7uMELK6e7DPjf63pG0uDmLigSN1LC_L3N8jxMRk822Zgx9nGk4m6JtCJIb-LcFl3Yg~~&sessionId=,6-11K·14薪,乐唱族,杭州,1-3年,大专,Excel Python SQL,B轮,100-499人,在线教育,节日福利 零食下午茶 带薪年假 法定节假日三薪 节假日加班费 加班补助 五险一金
数据分析师【制造行业】,https://www.zhipin.com/job_detail/19dd4984347473db1nx_3Nm8F1pW.html?lid=57VOHwcTfVz.search.42&securityId=-2QDMjSFcqmiA-91et00pd_TOXvxeHiA3OEuuyW1ZzsHjX-ERr4kBzjwoDMBlxbnYIKhPq_poM4xd3oCsyN5hlm80XDzKouY3XVJkVcBffCOclrm&sessionId=,18-35K·14薪,奇点云,杭州,经验不限,学历不限,大数据 数据中台 咨询 AI 算法 行业专家 数字化转型 数据分析,C轮,500-999人,数据服务,五险一金 定期体检 年终奖 股票期权 带薪年假 节日福利 零食下午茶
数据分析师助理,https://www.zhipin.com/job_detail/68d4e1dcb84781dc1HR539m8F1JT.html?lid=57VOHwcTfVz.search.43&securityId=3BYTC2vCxGEk7--1ZMT9jRUoXL9FPsI-BemLw_oIcLeHZI2O7a2sO-3mYBvX8L9f5CKZe3MJV7MFzRz-Ub8IWhqzLiexUXSc77G1X5FPFL-2VYw~&sessionId=,5-8K,十禾科技,杭州,经验不限,本科,数学/统计相关专业 电商/零售行业数据相关经验 消费者运营 电商行业,未融资,100-499人,电子商务,带薪年假 员工旅游 餐补 生日福利 有无线网 团建聚餐 定期体检
数据分析师,https://www.zhipin.com/job_detail/b538ea0de886f6d91XZ53965ElZS.html?lid=57VOHwcTfVz.search.44&securityId=mfB8Zy7qaKFa7-X1nnDbssg1gOY7p2JlkB_6WS6HlPo-jL_r_dHlQryjtbcxnoW1UjgviKTfiCDHmbODhkZrB6QJgy1gNPdsVm0NRRVLINVShb4U&sessionId=,12-20K,春华文化,杭州,经验不限,本科,Excel Hive SQL,,20-99人,人力资源服务,
数据分析师,https://www.zhipin.com/job_detail/babd535b3853b5d91Xx82ty7EVdQ.html?lid=57VOHwcTfVz.search.45&securityId=FnvwXWlHujtGu-d1ScGG27Q5uwO5UYNE-XBNwcLTtQ0xbZOa9XhmbwoXG2EwRIv8bplIyaawsI9og4x_sxOMT43qvtGhSG50lINk--ZVVQqI3iyLbMY~&sessionId=,15-22K,SHOWME,杭州,3-5年,本科,SQL Tableau,未融资,20-99人,互联网,五险一金 全勤奖 带薪年假 员工旅游 节日福利 零食下午茶 包商务餐 差旅报销 外派补贴 职业成长空间
数据分析师,https://www.zhipin.com/job_detail/80f1a40da5f164d41nN43Ni6GVBQ.html?lid=57VOHwcTfVz.search.46&securityId=AchjOHk47Ue2K-61y_SgVKn3v5X3ECpXlE-bFfWvQZDXiY3vgkr_gWouqBA49ejcUusydg3PtANmRd8It0ugs7d_wE30dVliCDa7VNXtMzycfpKo&sessionId=,10-15K,杭州知量文化,杭州,1-3年,大专,Excel Hadoop Hive SQL,未融资,20-99人,广告营销,五险一金 加班补助 年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶 五险
数据分析师,https://www.zhipin.com/job_detail/5929f9ece0e3a0381Xx42966GVdR.html?lid=57VOHwcTfVz.search.47&securityId=BKZf0wBwSECYg-Q1k60MJDM4alI_4HHHFS2di7N3rNZ-FlEcxrF-1fr28n3u6kdpo32o4fe19Gz00nh996A_S-hKg1-rN99610ecY6mpRG0SKslDyUkY&sessionId=,8-13K,北京华宁世纪科技,杭州,经验不限,本科,SPSS,,20-99人,互联网,节日福利 零食下午茶 五险一金
数据分析师,https://www.zhipin.com/job_detail/d854d673be1f17e21nx72d67EltY.html?lid=57VOHwcTfVz.search.48&securityId=ZbacpLEudByDa-71fZ3lXabIjvn9ShykY62g5_thUrlKFDjyTKLlGLHfbqxAHo3A74d2d6Ko85vJgpxksqqCCxsmxvmE0bPx-BosiSs3e2r70SlUv3Q~&sessionId=,4-6K,中哲,杭州,经验不限,大专,Excel,,20-99人,咨询,
数据分析师,https://www.zhipin.com/job_detail/bcaff831abe432121n1y2t-9E1RW.html?lid=57VOHwcTfVz.search.49&securityId=wlu5cnfIvm6MK-k1E9G39htYmqyEzoidps9m6fgPc0JF_2KyS4zc-vtu215GbTWiIcsg17_vWaCNo_cNoVzhveDHFqcHnmfj6a-tL2CwMxngnMyzyg~~&sessionId=,10-15K·15薪,微风企科技,杭州,1-3年,硕士,数学建模 应用统计学 BI 指数分析 行业研究,A轮,100-499人,数据服务,五险一金 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 免费班车 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/41519b48c368de7d1XV82Nu_EVdQ.html?lid=57VOHwcTfVz.search.50&securityId=Jd0NOVZ9tRugZ-C1oaMecXacsY7L4J4Hg1nlxggqxou5rdxsC5qgzgjjXkYJOR8v5EYeEtvcqGpz6jUs5BVvLu3jZnKJfKXg_u2Vj8i6Rs39l8hVDKw~&sessionId=,5-7K,羊绒世家,杭州,1-3年,大专,Excel,未融资,500-999人,批发/零售,通讯补贴 餐补 带薪年假 加班补助 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/a320c95ea7c160f41XR82tS7F1FU.html?lid=57VOHwcTfVz.search.51&securityId=gthnb213uBApm-41hO7OKSh-6IEFQH_oKu1tFJ6gTsvNJnLDxnTXYi4ExhGADQOCrW6nQCRgcKieQaS7UuKvzogxZPmbnIF8zNNvpQ4f2Gm6D9L9&sessionId=,9-14K,源慧信息,杭州,经验不限,本科,数据银行 调研,B轮,100-499人,O2O,零食下午茶 节日福利 员工旅游 带薪年假 股票期权 年终奖 定期体检 补充医疗保险 五险一金
大数据分析建模工程师（初级）,https://www.zhipin.com/job_detail/7f7811dc2d8b659b1Xx62t67EVJQ.html?lid=57VOHwcTfVz.search.52&securityId=AuvhB9nY0w0Qq-i18XEwdIhkVb_-4yqWCKjwjH1Up42xHKYm6t734v8cTGCQ2zM0slXab1IxTdLXrlfMrzjjBzbpNBESng9tvk_hYs1bk6Eh4fDpMg~~&sessionId=,11-18K·17薪,云真信,杭州,经验不限,本科,机器学习建模经验 Hive 风控相关经验 数据分析/挖掘经验 Python,B轮,20-99人,数据服务,惊喜夜宵 绩效奖金 晋升制度 培训学习 行业大牛 海量数据 员工福利 贴心关怀 办公环境 节日福利 交通补助 餐补 员工旅游 带薪年假 股票期权 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/23d6b2406bd370341X182tm9GFZR.html?lid=57VOHwcTfVz.search.53&securityId=s6svsufka8b1p-t1ZLy5J1fbL3dAz9QEm0ZGyEERgdDdwT6bcCYSbgV9eTrXME9LdQb2OwcUzOX8Zw24Oyo51Kw6hypKsPYXnB8U_SetkDxT9pN7&sessionId=,15-20K,杭州湃沃电商,杭州,3-5年,大专,Python SQL Power BI,未融资,1000-9999人,电子商务,交通补助 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 股票期权 定期体检 五险一金 生活超市
数据分析师,https://www.zhipin.com/job_detail/bb24eac9682ed7031HR82tm1FlJX.html?lid=57VOHwcTfVz.search.54&securityId=9oHLin3qhKfbD-i1T9eKV9orp7TDIXPjz8f_3qcU9vRzrwV2OoxSE5tvEjiO0HOgQbvdQXMm27CbxvgzFWD-Xu4mkfOIN3-OWTYjS_u4mDuqE84AJIUCHES_-wuyPtCowdMyEDVmskMp-CX6x1RktMY~&sessionId=,15-30K,英语雪梨老师工作室,杭州,1-3年,本科,数据分析/挖掘经验 SPSS 数学/统计相关专业 SQL Python,不需要融资,20-99人,在线教育,生日福利 节日福利 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 节假日加班费 加班补助 绩效奖金 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/c84d8cf73228082d1X152NW0F1pU.html?lid=57VOHwcTfVz.search.55&securityId=DBCny1UD6FDoO-M1u4RWRV553xyeuRrJVqDFU_TKEnxhuqLuI66OUwnEgexQHG76I_58HVVVcExQYdhGHf0EnQNEG8lYciChh3psWEW43YEzyDJ4ZAfD&sessionId=,5-8K,邦泰氢能,杭州,1-3年,大专,不限 SQL Python 数学/统计相关专业 数据分析/挖掘经验 计算机相关专业,未融资,0-20人,汽车零部件,五险一金
餐饮数据分析师,https://www.zhipin.com/job_detail/e1478ea5a7bf2c371HR729i8EVpV.html?lid=57VOHwcTfVz.search.56&securityId=UvCSGIPlCmelj-31cFCOnKrs_QglRf2RwivV0dYaf0KaRbqaxwOz9Ykg1QMM4mG7GMMMItggCPVdMhWaH5W6YUKOde6mmiZxq7JrxGuAt1o2tswMhQ~~&sessionId=,6-10K,品创,杭州,1-3年,本科,数据分析/挖掘经验 电商/零售行业数据相关经验 金融行业数据相关经验 餐饮,不需要融资,0-20人,广告营销,五险一金 全勤奖 年终奖 带薪年假 员工旅游 节日福利
高级数据分析师,https://www.zhipin.com/job_detail/06275c24396d9eec0nd-2tm1FVo~.html?lid=57VOHwcTfVz.search.57&securityId=fd1CIj3lU5o5h-l1JOXv2dCoXoZSvZJECt3e7lpqNwm3qNy3FWCocS79LDYFwSFwfzJXodTfl2TeG8PFT9S5-HQeAjS11r-KQrysKJklJuur0mAW&sessionId=,8-9K,贵州鸿畅酒店管理,杭州,经验不限,学历不限,需求分析 舆情分析 数据采集,,20-99人,酒店,
数据分析师,https://www.zhipin.com/job_detail/4cabde34ed3a40f11nR_3NW_EVdW.html?lid=57VOHwcTfVz.search.58&securityId=aIuO5bQbGxwII-q1NUw84qVhnh4gmiRwPKA8otb_UEh4Nn6Dt0UZ9SL_dCo0js-HW3yZZOvedGvP7OoYmIUcp0nGlu3DKeZZJeyPrgTG5M2VJA3K1Q~~&sessionId=,8-12K,匡氏纺织,杭州,3-5年,本科,数据分析 数据挖掘 网络爬虫技术 商业分析 大数据,未融资,500-999人,服装/纺织/皮革,零食下午茶 节日福利 餐补 员工旅游 带薪年假 年终奖 加班补助 定期体检 五险一金
人力资源数据分析师,https://www.zhipin.com/job_detail/7ccbf7609a7396c21XB_3tm-FldS.html?lid=57VOHwcTfVz.search.59&securityId=9YG1mBcsb16Xd-K1QmkddfuQ74xttb_IVPtxedELVVUyQ1j2TOEJ4mIA1h5uMpU1ckoNjRQqvzgaXrRSz-_txLLvGEMKt_3PJtV2hIFLUM8fpAg~&sessionId=,15-25K,吉利控股集团,杭州,3-5年,本科,数据分析 人力资源,已上市,10000人以上,汽车生产,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 包吃 节日福利 住房补贴 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/a23c621c84965fc61HR73dS5FVFU.html?lid=57VOHwcTfVz.search.60&securityId=VsOCAMuPKkYJF-E1rOAn98-_3YDejvwYlj2X5WI6u2Hx4EJb_2-UryPrWo9HGpOjAbkKrqARITcKskthc2pSioUnH6MHHkQuvteWb9_T3O01pj4Poas~&sessionId=,12-20K,国信浙江互联网分公司,杭州,1-3年,硕士,金融行业数据相关经验 数据运营 商业分析,已上市,20-99人,证券/期货,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 住房补贴 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/5b1eb4ba745365de1XJ52ti0F1VY.html?lid=57VOHwcTfVz.search.61&securityId=b5LoXHCpijCwy-91t1Bo53dIQLCy7nmlAMZ4CKfF2w3XsMRfV3IiMKBoOdFin1JtlgIDJoxz3u-WADE6wt1hnB3Vxldxsjs8oRtk6oaKW90jyMNUNDJC&sessionId=,6-7K,凯雁能源集团,杭州,1-3年,本科,数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,,20-99人,石油/石化,
数据分析师（考核验收方向）,https://www.zhipin.com/job_detail/9590245f6fb046b41Xd40ti5ElRR.html?lid=57VOHwcTfVz.search.62&securityId=WV8D8MoK2qrH2-N1hxan4nM_gOTeTBQgjWRKjZOi15-OI_g1XkOhrUk2QhG65_9JnkSRjDz-Af9NDiD7fGipPuqeLvcAYp6_nzSdebfYQtxGr71AAw~~&sessionId=,7-10K,数亮科技,杭州,1-3年,本科,相关分析 Excel,已上市,20-99人,其他行业,五险一金 补充医疗保险 加班补助 年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/13e6f2b752391ce20XR60tu8E1M~.html?lid=57VOHwcTfVz.search.63&securityId=Zw-0XDV7Oz1lj-61dYZ_qqBEfSDwfjpgcORHvyHKH3ymKxY1_Y4-lI1hAKpTlaXmukLV5lJgl6aUVGAxbMnqe9GbHHH94Oa1ejPwgqelcmOCgQ~~&sessionId=,16-30K,蚂蚁金服,杭州,经验不限,本科,数据分析 数据挖掘,未融资,10000人以上,互联网,交通补助 节日福利 免费班车 住房补贴 团建聚餐 零食下午茶 餐补 包吃 员工旅游 带薪年假 法定节假日三薪 节假日加班费 加班补助 股票期权 绩效奖金 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/bc6e484f2644258a1Xd739q9F1VX.html?lid=57VOHwcTfVz.search.64&securityId=D1lcL0eONWfdH-N1iBzN2udhHkNyLfDfSxugDDt-oxxFD1OqwEspH9INMGMhVm1AZ8GKCV4yeaGMl2ujYTtgreU896dXkACdRNoR3gWrzNnMRlwMuQ~~&sessionId=,13-26K·14薪,零跑科技,杭州,3-5年,本科,SQL Excel,已上市,10000人以上,智能硬件,五险一金 补充医疗保险 定期体检 加班补助 年终奖 带薪年假 员工旅游 餐补 额外年休假 工资不打折
数据分析师,https://www.zhipin.com/job_detail/2bff537d2517ad861Xx6392_EFVV.html?lid=57VOHwcTfVz.search.65&securityId=YJFRgMgWixx4d-A1IEXJPtpNavdC-9Ij31j25uhaGa-GKT_zDUiGfBPGXAf3L8nMv9Zxuw5tMK64bMnoe95BTA1knM98DitXIhhlH-0MBf665FU-dA~~&sessionId=,10-15K,杭州点燃网络科技,杭州,1-3年,本科,数据银行 策略中心 达摩盘,不需要融资,100-499人,电子商务,加班补助 年终奖 带薪年假 员工旅游 餐补 节日福利 零食下午茶 带薪春节假 月度团建 员工技能培训
贷后数据分析师（初级）,https://www.zhipin.com/job_detail/dfa037bbd379d7fa1Xx62dq1GVtS.html?lid=57VOHwcTfVz.search.66&securityId=eMLUlJGEwYaXR-i13PdFtMo__5rXAoTVTWksrhCTrr60mkpGyuBfXinAzbd42B7wVvVDLWKvpgf_LqszxStVjZ1PXiXWwtKZ1ddKOOtEO98N1Rs~&sessionId=,18-30K,vivo,杭州,1-3年,本科,金融行业数据相关经验 数据分析 数据分析/挖掘经验 贷后 信贷,不需要融资,10000人以上,移动互联网,五险一金 定期体检 全勤奖 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 住房补贴 零食下午茶 提供住宿 餐补
数据分析师,https://www.zhipin.com/job_detail/e9fe1ba28f26a0c21nF42dm-GFBU.html?lid=57VOHwcTfVz.search.67&securityId=BL2Smp3dxlQFi-t1PBTyf0-GnSHIOFFrHrEPYhN9kyg3UXBNgn0i24JJp01pLxUlQU_Eqj2OGIifmYdrNDNn26nc59YFm_TWYB0G6GRdTSHAcqs~&sessionId=,15-20K,云车物联,杭州,1-3年,本科,数据分析 SQLServer,不需要融资,1000-9999人,互联网,五险一金 年终奖 股票期权 交通补助 节日福利 加班补助
数据分析师(J12041),https://www.zhipin.com/job_detail/4890ed2a05efbc521Xx53924FVVX.html?lid=57VOHwcTfVz.search.68&securityId=jkGY-bq9dKoZv-N1PH7D2nM9hQiQziIlXbWcgZIBKiYcYKeyGAlB2V8gxNgt9zBjc9jyCW8P0TcMgCWMGxsGzmnXW17FQGUJA5VbMaKGPJaV0qSmUe4~&sessionId=,25-40K,辛选集团,杭州,经验不限,本科,电商/零售行业数据相关经验,不需要融资,1000-9999人,电子商务,生日福利 节日福利 团建聚餐 带薪年假 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据分析师(电商),https://www.zhipin.com/job_detail/e2a01ce2b40cea1e1HR_3ty0GVJW.html?lid=57VOHwcTfVz.search.69&securityId=CQwdpELtoqtZX-N1IwOnTlvSI1vTGBF_D9hDOg54KqyCD161Sfi_eegjBbUptZVI3o4YqoD0wwzdPjs9rPGZYc5TaHaOM-0Zq_s7Imgz3V2t5M_3&sessionId=,10-15K,久爱致和,杭州,1-3年,本科,店铺数据分析 Power BI 数据分析/挖掘经验 直播数据分析 电商数据分析 电商/零售行业数据相关经验 Python 数学/统计相关专业,已上市,500-999人,电子商务,五险一金 补充医疗保险 定期体检 加班补助 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 生日福利 绩效奖金
数据分析师,https://www.zhipin.com/job_detail/9274ac88c09aff5e1nRz0tm-FlBR.html?lid=57VOHwcTfVz.search.70&securityId=rwutgtllD0N1D-B129kvKbnCPx7GB5y4qoMd3_Wzap3m5TE26IJov6oiSF8x7vSXvXhh1Dv6xPHM0lGHPqi-Mwv3gdOw_hju6A6-67Y4dJfRkcTv&sessionId=,8-12K·14薪,年糕妈妈,杭州,经验不限,本科,大数据 数据分析 数据挖掘 商业分析 数据建模,B轮,100-499人,电子商务,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补 节日福利 生日福利 高温补贴 有无线网 团建聚餐 内购会
数据分析师-风控方向,https://www.zhipin.com/job_detail/41cbf8b9376cac221X153tq7FVJU.html?lid=57VOHwcTfVz.search.71&securityId=0rC32H38_tjo1-91aUlh0jS86yiE79AusK_fsmsE-4zQ2lBzpasixTZhMpsBo49UhJlDhtVlnaykRyFzxf9GFoJm0uqco7FxROXFKxO5lfvS1N97hm0~&sessionId=,18-30K,某知名互联网公司,杭州,经验不限,本科,SQL Python SAS,,,,
数据分析师,https://www.zhipin.com/job_detail/e48c507d2741534e1XFy29S_ElBU.html?lid=57VOHwcTfVz.search.72&securityId=tdCLqFqZIQAKp-l18D3bpmGeFK-M8gian1ak4WO_8YTAeARPhxtaJ9wNQ95e0zzWwQylCTu_MuvLtE_bX7vH8EEaEN3HBt1E_Dhmr3b7VaCGnZRP&sessionId=,18-28K,某500强上市公司,杭州,经验不限,学历不限,SQL,,,,五险一金 补充医疗保险 定期体检 加班补助 年终奖 带薪年假 餐补 通讯补贴 交通补助 节日福利
数据分析师,https://www.zhipin.com/job_detail/e088a6dd18fde0541HR43N28FVtW.html?lid=57VOHwcTfVz.search.73&securityId=SN7UEp3ONIZrT-W1YfplgUWkMF2TiLxlb3K9b-tOZcs_FZztzv0alm6zkcJICZpCv-72rdmSvGhrPclXEKyYiss61S6nVvkBkHzaLlHDAizBWltsIQ~~&sessionId=,10-15K,杭州东岸,杭州,1-3年,本科,数学/统计相关专业 计算机相关专业,不需要融资,100-499人,互联网金融,五险一金 年终奖 带薪年假 员工旅游 包吃 节日福利
数据分析师,https://www.zhipin.com/job_detail/1ad90ae408fb109e1X1-2N67E1pU.html?lid=57VOHwcTfVz.search.74&securityId=067xQzDLyfg8C-v1Pp0PknAPfxPP44kUJ-gl3RWkhcnZj98ZTphw7vn1T8eDhigzwjU7uMr5SCySg0-nlVB0v8Lksn6bk0Mm4XCqyDK8fE8wpjtr0ug~&sessionId=,12-20K·13薪,微智兆,杭州,1-3年,本科,朝九晚五 双休 大数据,未融资,100-499人,智能硬件,定期体检 年终奖 带薪年假 通讯补贴 包吃 节日福利
大数据分析(银行直招）,https://www.zhipin.com/job_detail/11b7bb2d9c121e4e1X192t-9EFNV.html?lid=57VOHwcTfVz.search.75&securityId=dIVVM306-d8sG-A1a3rQk0klCf1oROpPl4eSLFOmfH7pLF80-DAMnXy-aqSLF7ndhqW7Tw84SH8jheObMNbgiX0QHISOQJxCfz1l85RCmPXwNeJ8&sessionId=,25-40K,某知名银行上市公司,杭州,5-10年,本科,金融行业数据相关经验,,,,交通补助 节日福利 高温补贴 通讯补贴 免费工装 住房补贴 餐补 员工旅游 带薪年假 全勤奖 工龄奖 企业年金 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金 年终奖
数据分析师,https://www.zhipin.com/job_detail/34fe37a9f18998ae1X192tS4ElVQ.html?lid=57VOHwcTfVz.search.76&securityId=_7xWSdNBlHKez-P15Gqb3gtUxuaTb0YdFPzJFOfJTrcfcEYnBWXVY9AhssCUxn4xwcWmFsDoteh5R8ohdYMoAN3utgFe5UbhGRuDH3QnWIYPV-iGnEW_&sessionId=,10-15K,杭州纳川,杭州,1年以内,本科,数据分析/挖掘经验,未融资,500-999人,培训机构,
数据分析师,https://www.zhipin.com/job_detail/b7b25f8040cd69790HV53NW8GVU~.html?lid=57VOHwcTfVz.search.77&securityId=ESZT67vEiyAqP-M1ZK26mtYP51CBoetAWPVW-TA3zRs5gvfsiewGU365Js2tur5c_OnWFSvprGyC4vhw6YzLQgjKdjbTeytGSFX3X6taVK08HH8B6w~~&sessionId=,10-11K,杭州众数,杭州,1-3年,本科,数据分析 MySQL 商业分析,,20-99人,数据服务,
数据分析师,https://www.zhipin.com/job_detail/f468fdb95c4402b81XF42N64FVJT.html?lid=57VOHwcTfVz.search.78&securityId=gGHBr8DQJj_S2--12PxftaLAQzJngSuNYKRMlZeud9VLy1f_FxQpyvwpZ1w73Nzz5wo3_ESEkYhmOOheXkt8DAa8MPChA_Yt0aEqKEcWN9JgQ6k_Lg~~&sessionId=,10-15K,云旗远景,杭州,经验不限,大专,SQL Python Power BI 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,天使轮,20-99人,计算机软件,五险一金 股票期权 员工旅游 节日福利 住房补贴
数据分析师,https://www.zhipin.com/job_detail/b83df76d74141b9f1nV82d69FVFX.html?lid=57VOHwcTfVz.search.79&securityId=_DUp4kUoKfjCQ-11wcpnrscNj4R9FJ94gPEOtjSHugNotkeC_AUysGyvvaEtCxN6xDfwmPwUmNYUvFcjMjejMEyhiQ2ysRQrTE-OTPWiu7mC_Q8_Kg~~&sessionId=,8-13K,杭州诺途,杭州,经验不限,本科,数据分析 数据挖掘 SQL 帆软finersport,未融资,20-99人,电子商务,节日福利 零食下午茶 带薪年假 全勤奖 加班补助 五险一金
抖音数据分析师,https://www.zhipin.com/job_detail/7a84c13f67e4861e1XJ629i8E1BW.html?lid=57VOHwcTfVz.search.80&securityId=vSyHi22dFDzKW-z1R0N7-r2JPJ3g-S6xALy91pFMSKs9pCun3h8mgjI77PF-ZSqpn1Va_KpYZHlBr_OkNc_p7_8rEf5-Z3-NkQCinGhmjehjhbNljXPZ&sessionId=,8-13K,之阳电科,杭州,1-3年,大专,抖音 数据分析,,20-99人,电子商务,有无线网 团建聚餐 员工旅游 带薪年假 底薪加提成 五险一金
数据分析师助理,https://www.zhipin.com/job_detail/962c021a661844d31nJ83tm_FlRY.html?lid=57VOHwcTfVz.search.81&securityId=JSXv2lii7TT8B-t14RElUn46Fi4qfG22AsYrSHmiBGyqGSWpcFvfZ6O9xOBLjd8ivB4fdUF68f206uyAf5RwtAY8Tz_B3_bRccyROIHRmwNXcEx7HM2l&sessionId=,4-6K,英迪,杭州,1-3年,大专,PPT 数据分析 EXCLE,,0-20人,企业服务,
数据分析师,https://www.zhipin.com/job_detail/cc96c91705ad1bb03nR92920EFY~.html?lid=57VOHwcTfVz.search.82&securityId=MRlpQHnv_N7zc-W1XEnUzCwa6S72n_p4iQ0vW2_9nnuzTSOdzCXUausqF2LOdRfvBYRNs0RvcTh8zvv4114sI7dCnfsle0j4LVMZaVwwyUDmhOYLsg~~&sessionId=,10-11K,福瑞迪,杭州,1-3年,本科,数据分析 数据挖掘 股票金融,,0-20人,咨询,
数据分析师,https://www.zhipin.com/job_detail/177a0a1e9f2ed92a1XF-2tq-F1pZ.html?lid=57VOHwcTfVz.search.83&securityId=lT_TjZoSSRXvR-I1DgaeVAJjhniUVs4Lrq0FfoIMKoYQtrlZjV9MgLRl9wRJjSeNN6ngIO0lSut4ahgM5ysQSrXeD0iq010MQGqdLUc2KJaGc8o~&sessionId=,15-30K·14薪,华为,杭州,经验不限,本科,Python SQL Hive 计算机相关专业 运维 网络 运维开发,不需要融资,10000人以上,计算机软件,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 员工旅游 餐补 节日福利 零食下午茶
